mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
12.58367394008615,18.19063182081018,86.65034326145104,469.192696167215,0.10130706907410889,0.11704837423411092,0.12153664750716105,0.07040590153391728,0.18786449526398713,0.06539064002112399,0.3865622939475475,0.824778669219106,2.8578840636568255,37.64195016807474,0.006010324988861081,0.0257402304053923,0.03130230749327744,0.013179701997852044,0.014137030317231722,0.0034257345460828887,16.05069806398534,18.498113718514446,100.95331328953009,699.8201233684364,0.15402045276276496,0.34916880153849095,0.3153374017029339,0.18784927751191746,0.31571547757173146,0.08521985718646218
12.792639664092082,14.801346858377274,87.22162474234493,525.077022926568,0.1132954462717784,0.1097537632572,0.11471650766949994,0.07858943166685886,0.1986006879711267,0.05736406791394165,0.36412927359266317,0.7755555641899705,3.247999308606925,38.584930426404554,0.005551216763289191,0.02066047229534418,0.026545971529085843,0.01130324518361461,0.014119262235908044,0.003981447630331956,15.633939737580528,22.027736238027074,104.79088558434364,748.3940830528387,0.14800733845816605,0.29000012191681984,0.3515084854413101,0.17729718098024572,0.27992960825910645,0.0890542714223467
13.400789680934965,19.003711538820603,88.28183350723774,531.8059346162058,0.09865226941630832,0.12704230023753912,0.09687720505826854,0.07679868992032422,0.19030552698404757,0.05760014213068883,0.4631656446243677,0.7836519268308645,3.0212748267017595,29.949699688316215,0.005231134258934391,0.01643747238010421,0.02274149494505288,0.013776774593102326,0.01735327448819038,0.004242769094855133,15.738176231547495,20.700981358564754,107.3215280483729,810.1332068575778,0.1394183488312161,0.2947776123276424,0.4205843520157334,0.18716191563561624,0.2855963512621791,0.09872577836947163
12.442922044358331,14.556048822092778,87.44943901300094,535.6723242683593,0.09365324766991032,0.16129469343252684,0.11896497763639269,0.0792575241329036,0.18861075587821646,0.06035653137287289,0.33272554714964714,0.7873385660300354,2.4655012881499725,41.1298778038436,0.00553574997889845,0.016016741294431303,0.022379927689157482,0.013436547424917811,0.01602287787876014,0.0040820922123114564,16.196683326800542,22.69519461012255,107.62099275568674,724.0544367078044,0.14534500400237133,0.39975797476873354,0.31614231976574236,0.1698480732057014,0.32195416823353545,0.08779743168650678
12.864153758594917,17.656781842251107,82.32379965226723,504.42027587711175,0.10474042128792896,0.10881261599673708,0.1596932275080277,0.07616433932793862,0.18397642234873668,0.057548569829341666,0.4384107526622024,0.8136310100516719,2.495966620407491,30.815005935793188,0.005811256354486614,0.016465222322344243,0.0332091872058947,0.013014153404700546,0.016209859351484092,0.004223852154481899,15.333818840697331,18.408456842354912,100.36391223759044,756.6332166999405,0.1403466167335623,0.21393705222323778,0.3233675724349387,0.18494254763997392,0.28379507186136915,0.09367206668553778
13.412566983282446,17.855736560554124,88.17981922909982,478.0814645360899,0.11135308297204019,0.1583573223301809,0.10411277608116092,0.07853221531215321,0.19699687773902644,0.06807916006500286,0.46304988554235565,0.8045149417061928,3.1509319365643447,28.731312675447533,0.0058523061334245325,0.02415059721976866,0.025203497176466905,0.013367120400933987,0.01617876033014184,0.004139482491636031,15.344299070835998,24.29906717439114,107.65026809951117,825.0351600199818,0.14295773254857128,0.31829494040350514,0.2707910020513956,0.17814849639336822,0.3178810284943016,0.0880711559032587
12.560794235051413,17.81582100082357,87.13215523541803,510.8715283199963,0.09820957103417433,0.15563057268822084,0.1637959174337101,0.0800200216193241,0.19290912391347184,0.06289537575940324,0.3107801252397132,0.833235436767491,2.6003650888958556,38.484774304218234,0.006153400477654168,0.026382805763601073,0.024176962649217846,0.013410019219772064,0.016340241569144286,0.0040406217841664335,15.464754441816789,22.403870870227458,104.51085108549134,759.7987329282041,0.15335445644823023,0.27387283859409556,0.2794941137426593,0.18267763496739894,0.2769554359195581,0.08959853275808015
13.33074068121105,16.663722724510432,87.35758078863347,523.5273907633864,0.10161643188600597,0.12337442696411491,0.12426286516249702,0.07383826906285004,0.19975582422509947,0.06305836375985338,0.32120423567185075,0.7970212105264988,2.8855066449667177,40.37905323767626,0.006121986153578637,0.026033944801937166,0.026229844035064745,0.013366733311089816,0.015755605059673206,0.00457975928448902,15.387407128697468,18.568665104537963,101.95622815827717,800.8004232981689,0.14068171152337253,0.3657765753485901,0.4142162809437946,0.1897273024712628,0.3006722445737742,0.09535627211971048
12.94935187394026,18.74672509297082,87.02083023657325,550.5245435692404,0.0962486058519309,0.16003920746089909,0.17086150551043616,0.07950550193594302,0.19726395046447465,0.05953063592687766,0.42208339518667337,0.8122685879057029,3.0129661093852156,39.90779170496487,0.005714262499036475,0.03192266525566359,0.034678270245845376,0.013273264644864774,0.016477318650591873,0.003639814171551804,16.20554121489682,17.374156585451704,103.53421680960335,703.1952227848001,0.14199882397145663,0.39855908451111643,0.30478393524328995,0.1877839998185179,0.3039773611976434,0.08384981579822626
13.192104596485347,14.525803750217573,84.23068179695453,534.2834504920759,0.09597170186049198,0.13831955023891285,0.15371700164355198,0.06987904034318242,0.1832336102799738,0.06534871431105496,0.3377609743675071,0.794354356432151,2.2664778419476623,35.51699933907851,0.005190052482587629,0.01613867725743638,0.03167558327526938,0.011365244119271423,0.015499274188739608,0.004360361139205219,15.761152154852416,24.62810475210156,107.42169834383029,772.231312750725,0.15332749929771544,0.3845460972148168,0.34434220093691303,0.16278261437880315,0.3310471345824656,0.09229350533943478
